channel_username,message_id,post_url,published_at,text,marketing_status,tags,mapped_courses,course_match_status,evidence_text,classification_note,in_core,is_activity,text_hash,scenario_post_time,scenario_day,peak_day,peak_case_amount_rub,scenario_sales_utc_offset_hours
postypashki_mems,1414,https://t.me/postypashki_mems/1414,2026-09-06 16:55:28+00:00,"Разбор экзамена на стажировку в Т-банк за подписку!

Чтобы получить разбор:
➡️Подпишитесь на нас в запрещенной странице тут
➡️Поставьте «+» в комментариях под последней каруселью тут
➡️После этого бот пришлёт вам материал в директ

Внутри будет разбор экзамена и теста SQL на стажировку Т-банк",confirmed,native;other,[],none,ор экзамена на стажировку в Т-банк за подписку!,Материал за подписку / комментарий в Instagram и выдача ботом: наблюдаемый лид-магнит. Это не отдельный бесплатный эфир и не оплата курса; продукт XLSX не указан. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя.,True,True,6ef8e6831b66588b67e5f152c6104d7bbc4f7bea23278a3442ec540cba91883e,2026-09-06 16:55:28,2026-09-06,2026-09-06,396075.0,0
postypashki_old,1883,https://t.me/postypashki_old/1883,2026-09-06 17:44:11+00:00,"Слив протоколов собеседований на аналитика в Т-Банке

Чтобы вы реально почувствовали насколько круты наши курсы, сливаем внутреннюю кухню - как реально проходят секции аналитики в Т-Банке. Три гайда, и они закрывают сразу два разных направления - продуктовый и бизнесовый. Еще больше закрытых материалов на наших курсах про. Короче курсы реально годный, залетаем. Отзыв нашего выпускника ниже.

Каркас у собесов один - 4 этапа: рекрутёр → профильная секция → знакомство с командой → оффер. Тут как раз на разных аналитиков идет разветвление.

Трек 1. Продуктовый аналитик.
Техчасть делится на две секции:
— Дата-анализ (60 мин) — теорвер, матстат и лайвкодинг на SQL и Python. Всё хардовое живёт тут.
— Продуктовая аналитика (60 мин) — метрики, гипотезы, кейсы продукта. Хардов нет, смотрят на мышление и умение доводить решение до конечной точки.

Гайд ""Продуктовая аналитика"" - как раз про это: 21 разобранный кейс (условие → ход решения → на что смотрит интервьюер → усложнения), матрица компетенций, чеклист перед собесом, шпаргалка по теории и отдельный технический минимум под DA-секцию. Плюс блок кейсов для тех, кто идёт на позицию управленца отдела аналитиков.

Трек 2. Бизнес-аналитик.
Тут SQL и лайвкодинга нет - одна секция на 60 минут: разбор вашего опыта плюс бизнес-кейс на развитие продукта, улучшение процесса или поиск узкого места. Тут также смотрят больше на ход ваших мыслей, а не то, как вы сходу выдаете готовый ответ. Отдельно стоит присмотреться ребятам, кто метит на позицию технолога (это стык бизнес-аналитика, системного, продуктового, проджекта и продакта, нишевая тема в общем), для вас тоже актуальный контент, так как собесы у этих двух позиций пересекаются. Гайд ""Бизнес-анализ"" - про этот трек: матрица компетенций от джуна до сеньора, каркас разбора любого кейса и 6 примеров кейсов.

Общий блок - задачи на логику. 27 штук с реальных собесов: логика и дедукция, теорвер (Байес, условная вероятность, правило остановки) и оценки/алгоритмы/теория игр. У каждой полный разбор с ключевой идеей, а не просто ответ.

Еще дополнительную информацию оставил в нашем чатике тут.

Подписаться: @postypashki_old",confirmed,sale;native,"[""Аналитика про""]",family_candidate,"Чтобы вы реально почувствовали насколько круты наши курсы, сливаем внутреннюю кухню - как реально проходят секции аналитики в Т-Банке. Три гайда, и они закрывают сразу два разных направления - продуктовый и бизнесовый. Еще больше закрытых материалов на наших курсах про. Короче курсы реально годный, залетаем. Отзыв нашего выпускника ниже.","Предлагаются материалы по интервью аналитиков на «курсах про», но полного названия продукта нет. Аналитика про — кандидат по сочетанию предмета и линейки, не явное совпадение.",True,True,1febb05a5afa4098e0f1fdbb46e45b43bc9601771210562c4c8001ae8c2ec2dd,2026-09-06 17:44:11,2026-09-06,2026-09-06,396075.0,0
postypashki_old,1859,https://t.me/postypashki_old/1859,2026-08-22 10:19:48+00:00,"Выходим на новый уровень с линейкой 1️⃣1️⃣1️⃣

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру

📎Курсы ПРО подойдут тем, кто:

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

➡️Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
➡️Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

Открываем сразу 5 направлений:

➡️Аналитика ПРО
Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML.

➡️ML ПРО
Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование.

➡️Backend ПРО
Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы.

➡️Алгоритмы ПРО
Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов.

➡️ИИ-агенты ПРО
Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем.

В программу всех курсов войдет:
🔵закрытый банк вопросов с интервью топовых бигтехов
🔵разбор ближайшей стажировки в Т-банк и Яндекс
🔵mock-собеседования с обратной связью
🔵рефералка в бигтех после защиты пет-проекта
🔵карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

💰Бонус для всех записавшихся - курс про поиск валютной удалёнки и работы за рубежом в подарок",confirmed,sale;launch;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,Открываем сразу 5 направлений:,Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,True,True,06dc1623dc570223c3bb0f035181353a5782f73c17d5a645e6909c6f3ce4aa04,2026-08-22 10:19:48,2026-08-22,2026-08-23,394495.0,0
chad_protocol,523,https://t.me/chad_protocol/523,2026-08-22 16:30:45+00:00,"Сходил на собеседование в Plata Предложили интересную задачу: помочь Олегу-джану безопасно заняться любовью с тремя девушками, имея только два презерватива. Смотрим! Смотрим! По ссылке:

https://www.youtube.com/shorts/wY2LgEMZxng",candidate,other;uncertain,[],none,"Сходил на собеседование в Plata Предложили интересную задачу: помочь Олегу-джану безопасно заняться любовью с тремя девушками, имея только два презерватива. Смотрим! Смотрим! По ссылке:",Потенциальное продвижение собственного контента / репутации; в тексте нет достаточного подтверждения продажи или конкретного курса. Содержание внешнего видео не исследовалось.,True,True,459cdc8b03ed1befc4fb95bc2245202e23e03864ac512c3ea453ab75da48c791,2026-08-22 16:30:45,2026-08-22,2026-08-23,394495.0,0
postypashki_old,1860,https://t.me/postypashki_old/1860,2026-08-23 08:51:41+00:00,"Анализ айти рынка

В чате очень часто просят поделиться экспертизой по стоянию айти рынка на сегодняшнее время. Грубо говоря, к чему готовиться и что делать. В посте обсужу паттерны и тенденции, которые вижу я на опыте наших студентов и выпускников.

От новичков требуют 2x
Классический дэмпинг грейда: нанимаем миддла по цене стажера. Поясню на примере. Года два назад на вакансию того же мл стажера требовали классический мл и элементы DL. Сейчас же такие вакансии есть, но их прям очень мало. Теперь нужно знать теорию по рекомендательным системам, матчингу, MLOps, ранжированию и так далее. А еще будет плюсом знания архитектуры, вывод модели в прод или знания аналитического стека (АВ тесты, дашборды и тд). И такая тенденция для новичков не только в мл, но и в аналитике, бэкенде.

Я связываю это с такими моментами:
1. Банально стало меньше денег и как-то нужно оптимизироваться. Можно уволить дорогих спецов с низкими оценками на код ревью и нанять дешевых.
2. К тому же, сейчас есть нейросети и, скажем, тот же стажер аналитик спокойно сможет собрать витрину данных. Зачем нам под это нанимать дата инженера или какого дата специалиста.
3. В крупные компании и так хороший поток кандидатов, поэтому не тянешь ты - потянет кто-то другой. Вакансий меньше, а вкатунов больше. Сейчас рынок работодателя.
4. Эффект протоптанной дорожки. Средний уровень кандидатов вырос. Сейчас заботать какую-то тему намного проще, чем года два назад. Полно материалов, курсов и чат гпт, который поможет быстро во всем сориентироваться.

Стажер и джуниор позиций стало меньше
Эта тенденция не противоречит предыдущей. В целом нанимать стажеров/джунов и растить их до старших грейдов - недешевое удовольствие. Такое сейчас могут позволить только крупные компании. Но при этом вакансий на миддла на порядок больше. Особенно нанимают с перспективой поднять на сеньора или лида. Так как последние активно перетекают зарубеж. Здесь бы я советовал при крепкой базе знаний подаваться сразу на миддла, особенно если есть хорошее образование: топовая мага/ШАД. В такой ситуации можно даже не стесняться ""крутить опыт"", но без криминала с подделкой документов.

Тренд на зарубеж
Когда добиться повышения внутри компании стало сложнее, много специалистов, особенно старшие грейды смотрят на возможность зарабаывать в валюте. И это стало намного проще. Очень много компаний с российскими корнями, которые продолжают нанимать знакомых им специалистов из СНГ. Кроме этого зарубежом появилось куча стартапов (тех же AI стартапов), аутстаффов, для которых валютная удаленка в крипте вполне нормальное явление. Работа на зарубежную компанию привлекает не только доходом в валюте, но и перспективой роста как специалиста. Рынок труда очевидно за рубежом шире: больше компаний, есть компании разного масштаба, можно попробовать стек и технологии, которые для локальных российских компаний просто неактуальны и невыгодны. Как же вкатиться в валютный доход, рассказываем на наших курсах ПРО в соответствующем блоке.

Поливоркинг
Мир в целом сейчас нестабилен, никто не застрахован от сокращения, и все стараются иметь не один источник дохода, а несколько. Да, это непросто, но что поделать. Специалисты старших грейдов с большим опытом могут совмещать по две работы на тех же валютных удаленках. Но начинающим специалистам - это будет прям очень трудно. Сначала нужно со всем разобраться на одной работе, а потом пробовать тянуть вторую, иначе выгорание гарантировано. Начинающим специалистам я бы советовал инвестировать свое время не в поиски второй работы, а больше в свое образование и изучения новых стеков, технологий: курсы, дополнительное образование (ШАД, ААА, мага) или просто подработка из смежной сферы, которая вас развивает.

ИИ агенты
Их хотят внедрить все компании: от стартапов до бигтехов. Отсюда хайп на инженеров, умеющих собирать ИИ-агентов, офферы улетают за пару недель. Но ценность направления не только в общей лихорадке. Агенты реально позволяют сильно оптимизировать работу: автоматизировать рутину, собирать информацию и помогать с кучей других процессов. По итогу высвобождается больше времени, которое можно употребить на более сложные задачи, дополнительные проекты или вообще вторую работу. Советую не игнорировать тему ИИ агентов и ковать железо, пока горячо. Как их нормально собирать, подключать к инструментам и превращать из игрушки в рабочую систему, будем разбирать на нашем новом курсе ""ИИ-агенты ПРО"". Ниже отзыв на преподавателя нашего курса, Макара.

Короче, рынок охлаждается, конкуренция растет, а требования все выше. Но это не время для паники. Это время для, чтобы вкладываться в свои навыки и фундамент, не топтаться на одном месте.

Подписаться: @postypashki_old",confirmed,launch;native,"[""AI агенты""]",explicit,"абочую систему, будем разбирать на нашем новом курсе ""ИИ-агенты ПРО"". Ниже отзыв на преподавателя нашего курса, Макара.",Прямо предложен новый курс «ИИ-агенты ПРО»: языковой вариант ИИ / AI приведён к единственному названию AI агенты в XLSX. Общий карьерный блок ПРО не превращён в подтверждение остальных курсов.,True,True,9b9b586df4ad942ed92613362b390e7695b1d3dfdfb865806bb3e90bad66812d,2026-08-23 08:51:41,2026-08-23,2026-08-23,394495.0,0
chad_protocol,524,https://t.me/chad_protocol/524,2026-08-23 10:05:55+00:00,"Зарубеж: куда можно уехать и как там работать 🌍

Работа за границей - это не обязательно история про ""найти местную компанию, получить оффер и навсегда переехать"".

Есть несколько разных сценариев: можно поступить в зарубежный вуз, найти там стажировку, устроиться в международную компанию или работать удалённо и жить в другой стране.

Один из таких вариантов - digital nomad, или цифровой кочевник.

Цифровой кочевник - человек, который работает удалённо и может жить в другой стране, не устраиваясь к местному работодателю.

Для этого некоторые страны выдают специальные визы. Обычно требуют:

✖️удостоверение личности (загран);
✖️контракт с работодателем или клиентом за пределами страны;
✖️подтверждённый доход определённого размера.

Условия зависят от страны: где-то достаточно подтвердить доход и удалённую работу, где-то нужны дополнительные документы.

Где есть визы цифрового кочевника

Для граждан СНГ такие визы выдают, например:
Европа: Венгрия, Греция, Испания, Мальта, Норвегия, Португалия.
Америка: Аргентина, Бразилия, Коста-Рика, Мексика, Панама.
Другие направления: Грузия, ОАЭ, Маврикий, Сейшельские острова, Каймановы острова, Кюрасао, Доминика, Антигуа и Барбуда, Багамские острова.
Список и условия могут меняться, поэтому перед переездом всегда нужно проверять актуальные требования!

А если специальная виза не нужна?
Есть страны, куда граждане РФ могут въехать без визы или получить визу по прибытии.
Причём в некоторые страны можно попасть даже без загранпаспорта:

🇦🇲 Армения — до 180 дней
🇧🇾 Беларусь — до 90 дней
🇰🇿 Казахстан — первые 30 дней без регистрации
🇰🇬 Кыргызстан — первые 30 дней без регистрации

Если есть загранпаспорт, вариантов становится гораздо больше.
Например:

🎉 Грузия — до 360 дней
🇲🇽 Мексика — до 180 дней

До 90 дней:
Азербайджан, Аргентина, Багамы, Бразилия, Гондурас, Египет, Израиль, Катар, Колумбия, Куба, Македония, Марокко, Молдова, Никарагуа, ОАЭ, Парагвай, Перу, Саудовская Аравия, Тунис, Уругвай, Чили, Эквадор, ЮАР, Ямайка и другие.

До 60 дней:
Маврикий, Турция, Узбекистан, Южная Корея.

До 30 дней:
Барбадос, Вануату, Индонезия, Иордания, Коста-Рика, Макао, Малайзия, Монголия, Сейшельские острова, Сербия, Филиппины, Черногория, Шри-Ланка, Китай.

Но есть важный нюанс
Безвизовый въезд не означает автоматически право работать. Можно приехать в страну на 30, 60 или 90 дней как турист, но это не значит, что можно легально устроиться там в местную компанию.

Поэтому если цель - именно работа и переезд, нужно отдельно смотреть:
✖️какую визу можно получить;
✖️разрешена ли по ней работа;
✖️нужен ли ВНЖ;
✖️какой доход нужно подтвердить;
✖️как устроены налоги;
✖️какие документы потребуются.

И здесь как раз начинается самая интересная часть зарубежки: не просто выбрать красивую страну, а понять, какой маршрут подходит именно тебе.

Можно начать с учёбы, можно с удалённой работы, можно искать стажировку или сразу выходить на международный рынок труда.

Еще больше информации будет на новом потоке наших курсов ПРО, где добавили большой блок, как работать зарубежом и получать доход в валюте.

Если тема зарубежки интересна - ставь 🔥 и пересылай пост тем, кто тоже присматривается к работе за границей.

Подписаться: @chad_protocol",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Еще больше информации будет на новом потоке наших курсов ПРО, где добавили большой блок, как работать зарубежом и получать доход в валюте.",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,True,True,53bac393dac429ad9d843feb5977860eb69f4e07bc2b467a2cdc90f0fc4493e3,2026-08-23 10:05:55,2026-08-23,2026-08-23,394495.0,0
algoses,614,https://t.me/algoses/614,2026-08-23 14:09:54+00:00,"Зачем нужны продвинутые алгоритмы

Идет набор на наши курсы ПРО. Самое время обсудить, зачем нужен наш курс алгоритмы про.
➡️ Записаться

Олимпиады и магистратуры
Почти на любую школу/стажировку/магистратуру вы пишете контесты, уровень этих контестов меняется каждый год, уже в последнем контесте яндекса на стажировку вы можете увидеть продвинутые оптимизации ДП и MITM. Во всякие ШАДы и так понятно, что контесты требуют высокой подготовки и большой насмотренности по алгоритмам. А также всё чаще встречаются ивенты/олимпиады для студентов (например yandex cup/турниры от fonbet/чемпионат от мтс) и старше по олимпиадному программированию, за которые можно получать денежные призы/бви в магистратуры/ фасттреки в сильнейшие бигтехи или хфт конторы.

FAANG+
В зарубежные компании куда сложнее отбор, зачастую там отбор состоит из 3-4 собеседований, а пару алгоритмических тем не хватит чтобы пройти эти собеседования. Там значительно объемнее алгоритмический багаж, который требуется для решения задач, и даже умения решать хард задачи на литкоде не хватит на проход. Например наш выпускник Максим (отзыв на сайте) прошел все этапы собеседования в гугл и уже окончил intern swe стажировку с зарплатой 8000$ в месяц. На самом собеседовании он как-раз решал задачу на битовый бор, который мы разбирали на первом уроке.

Computer Science
У многих компаний бигтеха есть свои лаборатории, в которые они направляют задачки, возникшие в процессе разработки в проде, которые не имеют решений в настоящее время. Например в т-банке есть лаборатория cs, где работает один из наших учеников Игорь. Что оптимизирует: курьеры получают на день некоторое количество заказов, а компания должна придумать сразу оптимальное разбиение всех заказов по курьерам и их маршруты так, чтобы минимальное количество топлива было затрачено на их сумму минимальных путей (почти что TSP задача). Лаборанты по большому счету работают там над теорией алгоритмов, придумывают эффективную идею и тестируют её на синтетических данных, а уже потом предложенную идею отправляют в прод. Здесь полноценный ресерч, вы должны не просто уметь хорошо решать задачи, но и должны знать большое количество алгоритмов и идей.

HFT
Даже в фонды среднячки нужна серьезная алгоритмическая подготовка, недавно мы узнали, что наш ученик Артем (смотрите на сайте), как раз устроился через пару месяцев после курса по алгосам в Fast Forward. А ранее ему дали задачу на собеседовании в Spectral рейтинга 2000 на кфе, и эту секцию он легко прошел. В хфт есть несколько направлений SWE, QR и Trader. На каждое из этих направлений нужны очень сильные алгоритмы. Отчасти стэк технологий трейдера и задачи его покрывают qr и swe, поэтому рассмотрим потребность в алгоритмах от его лица. Всё сказанное про ML и Бэк верно и для него, но только требуется еще более глубокое понимание всего. Например здесь же уже нужно понимать как реализованы внутри модели, какие структуры они используют, как их оптимизировать, а также и сами нюансы внутренние у реализаций библиотек. Здесь также и требуется иметь навыки бэкендера, но тут уже нужно глубокое понимание языка (чаще всего плюсов) на уровне количества инструкций в той или иной среде для какой-либо операции, а также нужно отлично знать алгоритмы и уметь их применять (последнее вдвойне ценится). Тут уже зачастую недостаточно придумать асимптотически наилучшее решение, нужно искать кучу неасимптотических оптимизаций для частных случаев данных.

Подписаться: @algoses",confirmed,sale;native,"[""Алгоритмы про""]",explicit,"Идет набор на наши курсы ПРО. Самое время обсудить, зачем нужен наш курс алгоритмы про.
➡️ Записаться","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж.",True,True,95a4ab7fcb54f214f4b1a650afdfec42df6edc9c78c8418b2fa6fd1886fbe96b,2026-08-23 14:09:54,2026-08-23,2026-08-23,394495.0,0
postypashki_old,1863,https://t.me/postypashki_old/1863,2026-08-23 16:20:03+00:00,"Полный цикл собесов на Go-разработчика в Авито

В посте разберемся, как на самом деле устроен наём в Авито. Свёл официальный плейбук компании с внутренними методичками для интервьюеров по техническим секциям, которые предоставили наши выпускники. Получилась такая роудмапа: 4-5 встреч от первого созвона до оффера, и на каждом этапе могут разбить на несколько созвонов.

Этап 1. Звонок с рекрутером
Тут все по классике: обсуждение опыта, ожидания от новой работы, причины смены места. Можно и нужно закидывать встречные вопросы про команду и процессы - лучше перед этим с манифестом ознакомиться, так будешь выглядить подшаренным, что +реп дает.

Этап 2. Скоринговое интервью
30 минут в Zoom по техничке, но без лайвкодинга. Спрашивают несложные вопросы: по алгоритмам и структурам данных, языку программирования, HTTP, SQL, Git, Unix. Легкий фильтр перед тем, как тратить 2-3 часа на полноценную техничку, тут просто нужно готовиться по теории, ничего страшного здесь нет.

Этап 3. Техническое интервью
2-3 часа, реальный лайвкодинг на их платформе. Две обязательные секции плюс одна опциональная.

""Программирование"" - общая для любого стека часть на алгоритмы и сложность, причём библиотечными функциями пользоваться нельзя, только руками. Час времени, easy/medium задачки, уровень определяют по чёткой сетке: от ""не решил ни одной задачи"" до ""решил всё оптимально, без подсказок, ещё и объясняет вслух"". В целом, если вдруг твой код не компилиться из-за синтаксической ошибки например, но ты объяснил свой код, то на это скорее всего закроют глаза просто. Реальные задачи в файле.

""Платформа"" - уже под Go: указатели, горутины, каналы, context, сеть. Классика - горутины в цикле, которые ищут максимальное чётное число. Подробнее в файлике.

""Проектирование"" - опциональная, идёт последней и только при успешном прохождении первых двух. Главный дифференциатор для выхода на грейд E5 и выше. Дают кейс вроде ""спроектируй доску объявлений"" или условие под конкретную команду, интервьюер играет заказчика и оценивает не столько итоговую схему, сколько ход рассуждений: начинают с простого варианта, а если остаётся время - усложняют требования. Рисуют в Draw.io, Miro, Whimsical или Excalidraw - стоит заранее зарегистрироваться и освоиться с инструментом, а не разбираться в интерфейсе на самом интервью.

Этап 4. Финальное интервью
Час с нанимающим менеджером и рекрутером. Уже не про код, а про мотивацию, soft skills и culture fit. Расскажут, чем занимается команда и как устроены процессы, а сами посмотрят, комфортно ли вам друг с другом и совпадают ли взгляды с ценностями команды.

Этап 5. Оффер
Письменно или на коротком созвоне. Если не прошли отбор, дают обратную связь, а на техническое интервью можно попробовать зайти повторно через полгода.

Подробней с задачами в прикрепленном файле, все это закрывается на наших курсах. Отзывы о прошлом наборе на курс Бэкенд ПРО здесь и ниже (ставьте бананы).
➡️ Записаться

Подписаться: @postypashki_old",confirmed,sale;native,"[""Backend про""]",explicit,"Подробней с задачами в прикрепленном файле, все это закрывается на наших курсах. Отзывы о прошлом наборе на курс Бэкенд ПРО здесь и ниже (ставьте бананы).
➡️ Записаться","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж.",True,True,f094584d4c853e644dc9352bfbe5f9adff3ab55fe851a68b076b77ca46049c80,2026-08-23 16:20:03,2026-08-23,2026-08-23,394495.0,0
postypashki_old,1833,https://t.me/postypashki_old/1833,2026-08-07 14:22:16+00:00,"Слив алгоритмического собеса в Авито. Смотрим! Смотрим!

https://www.youtube.com/watch?v=dO8fHARGgZY&sttick=0

Выкладываем запись мок-собеседования с курса алгоритмы старт по протоколу Авито. В Авито алгоритмы могут спросить на разработчика и мл специалиста - смотрите наш гайд по алгоритмам на собесах Авито. Если вы готовитесь к стажировкам или первой работе обязательно посмотрите!",confirmed,native,"[""Алгоритмы старт""]",explicit,Выкладываем запись мок-собеседования с курса алгоритмы старт по протоколу Авито. В Авито алгоритмы могут спросить на разработчика и мл специалиста - смотрите наш гайд по алгоритмам на собесах Авито. Если вы готовитесь к стажировкам или первой работе обязательно посмотрите!,"Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж.",True,True,f3382a6511ace7f0f64e1bac6799a1cfcb384e2003e1d1580422991d98a9b0d3,2026-08-07 17:22:16,2026-08-07,2026-08-09,524091.67,3
chad_protocol,510,https://t.me/chad_protocol/510,2026-08-08 09:24:53+00:00,"Почему автоотклики - полный кринж

В последнее время у зумеров стали популярны всякие ИИ-агенты и подобная нечесть, которая за тебя и LinkedIn, и GitHub заполнит, и вакансии найдёт, и под каждую напишет резюме с сопроводительным письмом, и с рекрутером пообщается, и собес пройдёт, и испытательный срок… и жену твою… Короче, полный кринж. Почему это всё не работает?

1. Профили, заполненные нейроскопом, LinkedIn отправляет в теневой бан.
Рекрутеры такие профили обходят стороной.

2. Про нейроскопные резюме и сопроводительные письма уже был мем.
Кандидат написал, что работал с моделями «Ясасу Бибу» и «Цист Яна». Сейчас вакансий и так немного, а кандидатов - завались, поэтому рекрутеры просто реджектят нейроскоп-резюме. Надо же как-то отсеивать.

3. То же самое с общением. Сгенерированный текст все научились различать невооружённым взглядом. Ну и вам самим приятно, когда собеседник тупо отвечает как GPT? У нас в РФ к этому пока терпимее, а вот за рубежом с их культурой общения - сразу бан. Причём в прямом смысле: добавляют в чёрные списки.

Блин, как же я умираю со смеху, когда говорят, что чёрных списков не существует. Серьёзно? Мы живём в мире, где ИИ-агенты проходят собесы и откликаются на вакансии, где есть селф-драйвы и распознавание лиц в метро. И вы думаете, рекрутер не может навайбкодить что-то подобное? Может, наша slavic girl, перекатившаяся с ноготочков на HR-менеджмент, и не сможет. А вот тётя Линда, которая живёт этим десяток лет, - спокойно навайбкодит. Это её хлеб, репутация и статус. Crazy пиндосы, короче.

4. А сколько мне за последний месяц отдали ТЗ с техническими ошибками, сгенерированными нейронкой…
Я знаю случаи, когда использование нейросети приводило к ошибкам в проде, но джуны/мидлы продолжают верить, что это революция, и бездумно копируют код из терминала в прод, не проверяя.
Я к этому отношусь очень скептически и всем зумерам ограничил права (серьезно всем младше 25 лет я не доверяю). Если нейронка выдаёт скрипт на удаление/merge/insert - десять раз проверяю перед использованием, потому что она может убить валидные данные. Но зумеры об этом не думают.
У меня команда состоит из:
3 ChatGPT,
1 Grok,
2 Claude Code,
2 Gemini,
1 Lovable,
и я на Claude Code + Gemini

Итого. Советую чат гпт использовать для вдохновения и шлифовки уже имеющегося решения/текста. Следите, чтобы решение не было сгенерено более чем на 20% нейронкой. И подключайтесь на наши курсы ""СТАРТ"" по топовой скидочки, где научим вас думать лучше нейросетки в 100 раз, научим проходить hr фильтры и строить топовую карьеру 🤩.
➡️ Записаться

Подписаться: @chad_protocol",confirmed,sale;discount;native,"[""Аналитика старт"", ""Алгоритмы старт"", ""Backend старт"", ""ML старт""]",family_candidate,"рено более чем на 20% нейронкой. И подключайтесь на наши курсы ""СТАРТ"" по топовой скидочки, где научим вас думать лучше нейросетки в 100 раз, научим проходить hr фильтры и строить топовую карьеру 🤩.
➡️ Записаться","Общее предложение линейки СТАРТ / пакета. mapped_courses — кандидаты четырёх направлений СТАРТ, а не четыре установленных рекламных контакта. Общая сумма пакета не равна четырём отдельным чекам.",True,True,b75c29dbe2769ab5604c77d067b30cec575c163f8fa3edc92604d11f90c078c4,2026-08-08 12:24:53,2026-08-08,2026-08-09,524091.67,3
