channel_username,message_id,post_url,published_at,text,marketing_status,tags,mapped_courses,course_match_status,evidence_text,classification_note,reviewed_tags,include_in_calendar,analysis_scope,review_decision,paid_placement_status,review_note
postypashki_mems,1398,https://t.me/postypashki_mems/1398,2026-08-25T12:25:21+00:00,"Выходим на новый уровень с линейкой 1️⃣1️⃣1️⃣

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру

📎Курсы ПРО подойдут тем, кто:

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

➡️Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
➡️Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

Открываем сразу 5 направлений:

➡️Аналитика ПРО
Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML.

➡️ML ПРО
Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование.

➡️Backend ПРО
Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы.

➡️Алгоритмы ПРО
Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов.

➡️ИИ-агенты ПРО
Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем.

В программу всех курсов войдет:
🔵закрытый банк вопросов с интервью топовых бигтехов
🔵разбор ближайшей стажировки в Т-банк и Яндекс
🔵mock-собеседования с обратной связью
🔵рефералка в бигтех после защиты пет-проекта
🔵карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок",confirmed,sale;launch;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок,"Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя. Пересылка опубликована после 23.08, но сохраняет прежнее «до 23.08»; новую акцию по дате пересылки не выводить.",sale;native,True,career_courses,calendar_content_only,unknown,Повтор объявления ПРО 25–26 августа с прежним бонусом «до 23.08». Не новая дата запуска и не подтверждение продления бонуса.
algoses,615,https://t.me/algoses/615,2026-08-25T16:10:56+00:00,"Выходим на новый уровень с линейкой 1️⃣1️⃣1️⃣

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру

📎Курсы ПРО подойдут тем, кто:

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

➡️Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
➡️Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

Открываем сразу 5 направлений:

➡️Аналитика ПРО
Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML.

➡️ML ПРО
Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование.

➡️Backend ПРО
Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы.

➡️Алгоритмы ПРО
Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов.

➡️ИИ-агенты ПРО
Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем.

В программу всех курсов войдет:
🔵закрытый банк вопросов с интервью топовых бигтехов
🔵разбор ближайшей стажировки в Т-банк и Яндекс
🔵mock-собеседования с обратной связью
🔵рефералка в бигтех после защиты пет-проекта
🔵карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок",confirmed,sale;launch;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок,"Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя. Пересылка опубликована после 23.08, но сохраняет прежнее «до 23.08»; новую акцию по дате пересылки не выводить.",sale;native,True,career_courses,calendar_content_only,unknown,Повтор объявления ПРО 25–26 августа с прежним бонусом «до 23.08». Не новая дата запуска и не подтверждение продления бонуса.
chad_protocol,528,https://t.me/chad_protocol/528,2026-08-26T16:16:56+00:00,"Выходим на новый уровень с линейкой 1️⃣1️⃣1️⃣

Товарищи, если база уже есть, то следующий шаг — углубиться в специализацию, закрыть пробелы, освоить новые инструменты и стать сильнее как специалист.

Для этого мы запускаем ПРО — углублённые карьерные курсы для тех, кто хочет качать карьеру и заработок! Для записи и вопросов — пишите менеджеру

📎Курсы ПРО подойдут тем, кто:

— уже знает основы и хочет глубже разобраться в своей специализации
— хочет перейти с junior на middle и расти дальше
— готовится к собеседованиям на более сильные позиции
— хочет сменить роль и добрать недостающие навыки
— уже на старте имеет сильную базу и хочет целиться выше стажёрских и junior-позиций

➡️Действует гарантия: прошел курс, выполнил все рекомендации, но не получил оффер — вернем деньги
➡️Курс длится 6 недель: теория, практика, домашние задания и пет-проект. Всё это время рядом преподаватель и куратор.

Открываем сразу 5 направлений:

➡️Аналитика ПРО
Продвинутый SQL, A/B-тесты, эконометрика, Causal Inference и ML.

➡️ML ПРО
Вывод модели в прод, MLOps, рекомендательные системы, ранжирование, uplift и динамическое преобразование.

➡️Backend ПРО
Многопоточка, System Desgin, Микросервисы, базы данных, кеширование, мониторинг и распределённые системы.

➡️Алгоритмы ПРО
Продвинутые алгоритмы и задачи для сложных технических интервью в hft фонды, faang+, для олимпиад и контестов.

➡️ИИ-агенты ПРО
Будем разбираться не просто в LLM. Вы научитесь проектировать полноценные агентные системы и за курс соберём 5 собственных AI-агентов и пройдём весь путь от архитектуры и инструментов до работы с RAG, multi-agent системами, MCP, evals и деплоем.

В программу всех курсов войдет:
🔵закрытый банк вопросов с интервью топовых бигтехов
🔵разбор ближайшей стажировки в Т-банк и Яндекс
🔵mock-собеседования с обратной связью
🔵рефералка в бигтех после защиты пет-проекта
🔵карьерная стратегия: резюме, поиск вакансий, подготовка к HR секциям

💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок",confirmed,sale;launch;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,💰Бонус для всех записавшихся до 23.08 — курс про поиск валютной удалёнки и работы за рубежом в подарок,"Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним. Исходная ссылка пересылки есть в JSONL; публикация / подпись автора не подтверждает платность внешнего размещения или контакт покупателя. Пересылка опубликована после 23.08, но сохраняет прежнее «до 23.08»; новую акцию по дате пересылки не выводить.",sale;native,True,career_courses,calendar_content_only,unknown,Повтор объявления ПРО 25–26 августа с прежним бонусом «до 23.08». Не новая дата запуска и не подтверждение продления бонуса.
postypashki_old,1870,https://t.me/postypashki_old/1870,2026-08-28T16:05:59+00:00,"Самые интересные события в ближайшее время.
Все подобное вы можете обсудить в комментариях под этим постом или в нашем чате.

1. Стажировка Т-банк
Для участия нужно заполнить анкету и решить экзамены до 6 сентября на ограниченное время. Разборы экзаменов и рекомендации по прохождению, подачи будут на соответствующих курсах.
➡️ Записаться
Как гарантировано пройти на стажировку обязательно смотрим здесь.

2. Стажировка Яндекс
Уже обновился контест на главную стажировку сезона. Для участия нужно решить вступительных контест, обычно достаточно 2/3. Разборы экзаменов и рекомендации по прохождению, подачи будут на соответствующих курсах.
➡️ Записаться
Как гарантировано пройти на стажировку обязательно смотрим здесь.

3. Стажировка Авито
На разработку. Для участия нужно подать заявку до 30 августа, выполнить тест, видеоинтервью, разбор теста на го будет на нашем курсе бэкенд про.
➡️ Записаться.

Просьба от админа к организаторам: сделайте пожалуйста централизованные отборы на все направления по примеру Т-банка.

4. Сбер
Для участия нужно заполнить анкету, через какое-то время придет тестовое (пример тут) или свяжется HR и задаст стандартные вопросы по мотивации и технической части: в духе, сколько в гигабайте килобайт. Как пройти на стажировку обязательно смотрим здесь.

5. VK
В самом начале выбираете вакансию: не только направление, но и команду. Можно выбрать до двух вакансий. Далее ждет тестовое задание, на каждую вакансию оно разное. Отметим, что много вакансий с гибким графиком. Отзыв о ВК здесь.

6. Райффайзенбанк
Вакансий обычно немного, поэтому не печальтесь, если сразу придет реджект. Попытаться стоит, но как всегда заполняем анкету с умом: пишем старшие курсы, город Москва и тд.

Также не забываем мониторить вакансии по компаниям, которые указаны тут.
Еще помним про сезонные школы, за которыми удобно следить тоже на нашем сайте.

Подписаться: @postypashki_old",confirmed,sale;native,"[""Backend про""]",explicit,"3. Стажировка Авито
На разработку. Для участия нужно подать заявку до 30 августа, выполнить тест, видеоинтервью, разбор теста на го будет на нашем курсе бэкенд про.
➡️ Записаться.","Курс прямо назван в рекламном контексте или указан в конкретной ссылке на программу; регистр / склонение / очевидный языковой вариант приведены к названию XLSX. Это соответствие названия, не атрибуция продаж.",sale;native,True,career_courses,calendar_content_only,unknown,
chad_protocol,529,https://t.me/chad_protocol/529,2026-08-29T09:17:00+00:00,"Как накрутить опыт для валютной удалёнки

Так ру рынок уже уронили, пора ронять запад. В посте обсудим как упаковать свой опыт в легенду для ВУ рыночка.

Сколько лет ставить
Минимум - 5. Всё, что меньше, не рассматривают. На валютную удалёнку джунов не рассматривают вообще, только если это не какой-нибудь хфт. Оптимально 5–7 лет. Карьерный путь должен быть непрерывным: никаких пробелов, никаких перерывов на ""поиск себя"". Идеально: 3 компании. Первая - 2 года, вторая - полтора, третья - добиваешь до пяти.

Какие компании указывать
Первое место: российский бигтех (Сбер, Яндекс, Авито, ВК). У них нормальная культура разработки, и это легко продать как ""место, где я вырос"". Потом ты в 2023 году переехал в Европу по политическим причинам, но никого не осуждаешь, просто уехал.
Второе и третье: европейский аутсорс. EPAM, Luxoft. В аутсорсах легко подогнать опыт под конкретную вакансию. Плюс ты показываешь навыки автономной работы, что ценят на удалёнке.

Как строить карьерный путь
Грейды должны расти плавно. Начинаешь джуном в РФ: выполняешь рутинные задачи, набираешься опыта. Через полтора-два года становишься мидлом. Потом переходишь в аутсорс уже сеньором, менторишь, видишь картину целиком. Важно на собеседовании проговариваешь этот путь. Если сразу выдаёшь сеньорский опыт без истории роста, тебя спалят. Все хотят видеть последовательность.

Мотивация
Твоя история должна звучать примерно так: ""Я учился в вузе, увлёкся математикой, узнал про ML, тренировался, прошёл собеседования, работал, рос, перегорал, восстанавливался, вырос до сеньора"".
Только не показывай, что тебя мотивируют деньги. Компании хотят увлечённых людей, которым можно платить меньше. Это сейчас тренд - все экономят, и те, кто горит своим делом, ценятся больше. Сделай акцент на интересе к профессии.

Проекты
У тебя должно быть три завершённых проекта по одному на место работы. Каждый проект раскладывай на части:

1. Бизнес-контекст. Какая была проблема? Например: ""Данные разбросаны по разным базам, сотрудники тратят часы на поиск информации, никакой структуры, полный хаос"".
2. Твоя роль. На первых местах джун/мидл, на последних ""играющий тренер"", который и код пишет, и менторит. Это идеальный кандидат для найма.
3. Завершённое действие. Что конкретно ты сделал? Не ""писал код"", а ""разработал RAG-систему для обработки документов, которая сократила время поиска с 3 часов до 30 минут"". Конкретика, а не ""я там фичи добавлял"".
4. Метрики. Всегда две группы: технические (F1, recall, latency) и экономические (сколько денег твоё решение принесло). Технические метрики для себя, чтобы понимать, движешься ли ты в правильном направлении. Экономические для HR, чтобы показать, что компания потратила на тебя деньги не зря.
5. Экономический эффект. Считай по формуле: средняя зарплата специалиста (например, 7000) умножить на 20.Получается 140 000 в год. Твой проект должен приносить как минимум столько. Объясняешь это тем, что система автоматизирует работу нескольких человек, и компания экономит на зарплатах.

Как собрать актуальный стек
Парсишь 100 вакансий на hhru или LinkedIn, смотришь, какие технологии чаще всего требуются, берёшь топ-10 и вставляешь в резюме. Больше подробностей на нашем ""валютном блоке"" в курсах ПРО.
➡️ Записаться

Подписаться: @chad_protocol",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Как собрать актуальный стек
Парсишь 100 вакансий на hhru или LinkedIn, смотришь, какие технологии чаще всего требуются, берёшь топ-10 и вставляешь в резюме. Больше подробностей на нашем ""валютном блоке"" в курсах ПРО.
➡️ Записаться",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
postypashki_old,1872,https://t.me/postypashki_old/1872,2026-08-29T18:58:58+00:00,"❗️ Яндекс обновил контест на стажировку, задания тут, а их разбор уже выложен на наших курсах:

➡️ алгоритмы про
➡️ бэкенд разработка про
➡️ аналитика про
➡️ машинное обучение про
➡️ ИИ-агенты ПРО — новое направление 🔥

Помимо разборов, которые проходят все скрытые тесты на наличие ИИ в решениях, на наших курсах вы получаете:
🔽 Курс по выходу на доход в валюте
🔽 Разбор текущей стажировки Т-банк
🔽 Гарантия оффера
🔽 Рефералка в бигтех после защиты пет-проекта
🔽 mock-собеседования с обратной связью

Успей написать администратору и не откладывай: задания могут скоро поменять!",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"тест на стажировку, задания тут, а их разбор уже выложен на наших курсах:",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
postypashki_old,1874,https://t.me/postypashki_old/1874,2026-08-30T13:26:37+00:00,"ИИ-инженеры зарабатывают 300к/наносек!

В вебинаре разобрали, что сегодня ждут от начинающего АI-специалиста: какие темы проверяют на технических интервью, как выглядят реальные кейсы и почему сейчас это самый простой способ вката в МЛ. Смотрим! Смотрим!

https://www.youtube.com/watch?v=0TiWWZwt43Y

И да: в конце записи спрятан промокод на мощную скидку.",confirmed,discount;native,[],unknown,И да: в конце записи спрятан промокод на мощную скидку.,"В записи вебинара обещан промокод на скидку. Код, размер и объект скидки в тексте не даны; тема AI-специалиста сама по себе не устанавливает продукт AI агенты или ML.",discount;native,True,career_courses,calendar_content_only,unknown,"Подтверждено обещание промокода в записи. Код, размер скидки и платный продукт неизвестны; не назначать AI агенты или ML про по теме заголовка."
chad_protocol,531,https://t.me/chad_protocol/531,2026-08-30T15:47:10+00:00,"Бензин, бабки и IT: подпивасный анализ

Ты видел эти очереди на заправках? Я вчера ехал на дачу в Коломну: дикие очереди? пришлось ехать по обочине, пензенские дальнобойщики я вас ненавижу!! какие же вы трави (не давали дорогу)! по пути сгорела фура, задавали пару мотоциклистов. Короче просто mad max - дорога ярости. Еще и эти новости про удары по НПЗ, а зима близко. В посте обсудим, что это значит для айти рыночка.

Бензин - это кровь
Любая доставка, любой товар - 2–3% его цены это транспорт. Если бензин дорожает, всё дорожает. Инфляция разгоняется.
Сейчас 2026 год. Мы уже в топливном кризисе. НПЗ горят, бензина нет, километровые очереди - это реальность.

Зарплаты не растут с 2023 года
Та самая вилка 350–400 тысяч, которая была на хх пару лет назад, так и осталась. Ноль роста номинально. А инфляция за это время съела больше 20% твоей покупательной способности. И лучше пока не будет, ибо ключевую ставку не снижают, компаниям особо нечем платить.

Требования выросли
Раньше на дефолтную позицию просили 3 года опыта - сейчас 5. И хотят, чтобы ты делал всё: бэкенд, ML, аналитику, фронтенд, девопс. Да и количество собесов тоже растет, нужно как-то фильтровать кандидатов.
Ну и классика: «мы дадим тебе крутой рост, высокий импакт, возможности для развития». А по факту просто экономят на тебе и навешивают задачи десяти человек. Здесь еще и ИИ напирает..

Конкуренция - АД
Вкатунов с накрученным опытом тысячи. Они готовы работать за меньшие деньги, и компании с удовольствием их берут. Потому что могут.
Почему так происходит? Сейчас рынок- работодателея, а точнее все упирается в бабки. Точнее, в их отсутствие.

Дефицит бюджета
Запланировали 3 триллиона на год - за полгода уже 6. В прошлом году за год было 3 триллиона. И нефть пока не спасает, цена упадет обратно до 70 долларов, а нашу продаём вообще со скидкой: реально получаем 50–55. Поэтому пока общий тренд на девальвацию, ибо денег больше взять неоткуда. ЦБ начал распродавать золотые резервы.

Пока тренд, что российский рынок будет сжиматься дальше. Я бы советовал присмотреться к валютному рынку, чтобы хотя бы диверсифицироваться. Для этого советую присмотреть к нашим курсам ПРО, где отдельный большой блок по выходу на доход в валюту.
➡️ Записаться

Подписаться: @chad_protocol",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Пока тренд, что российский рынок будет сжиматься дальше. Я бы советовал присмотреться к валютному рынку, чтобы хотя бы диверсифицироваться. Для этого советую присмотреть к нашим курсам ПРО, где отдельный большой блок по выходу на доход в валюту.
➡️ Записаться",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
postypashki_old,1875,https://t.me/postypashki_old/1875,2026-08-31T14:11:02+00:00,"Открылся отбор на стажировку в Т-Банк

Задачи уже выложены в нашем чате (тут).

Специально для участников курсов про уже мы уже выложили разбор соответствующих экзаменов. В разборе мы покажем подход к решению задач и как оформить ответ, чтобы получить высокий балл.

Также на курсах будет доступно:
🔽 Курс по выходу на доход в валюте
🔽 Разбор текущей стажировки Яндекса
🔽 Гарантия оффера
🔽 Огромный банк технических вопросов
🔽 Рефералка в бигтех после защиты пет-проекта
🔽 mock-собеседования с обратной связью

📌 Вопросы и запись — менеджеру",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,📌 Вопросы и запись — менеджеру,Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
chad_protocol,535,https://t.me/chad_protocol/535,2026-09-01T16:07:17+00:00,"Как меня два раза уволили за харасмент

Одна история смешная, а вторая еще смешнее. Они учат двум вещам:
1. ни в коем случае не переводи профессиональные корпоративные отношения в личные, а тем более в романтичные
2. позитивная реакция человека (женщины) не означает, что все позитивно. Она потом сядет подумает, обсудит все с подругами/психологом и решит, что ты ее изнасиловал, напишет заяву.

Первая история
Был корпоратив. Мы все изрядна выпили, веселились и моя коллега стала со мной заигрывать во фрейме ""блин я почему-то думаю, что ты ассекусал"". А у меня реально там был тогда вайб ""сосать, сосайти"", я не брился и ходил с патлами. Короче, она меня жестко провоцировала вербально и невербально. По итогу мы друг друга лапали, сосасались. Но вдруг ей написал муж и она поехала укладывать ребенка спать.

На следующее утро она мне написала, что это был полный капец и нам нужно перестать общаться. Я попробовал сгладить углы типо ""Да слушай, мы все хорошо выпили, бывает, ничего страшного. Зачем нам прекращать общение?"". На что она сказала, что такое поведение с моей стороны просто недопустимо и контактировать со мной она больше не в силах. Хотя она сама буквально терлась об меня, а рядом с нами на диванчике сидели другие коллеги. Как бы там не было спустя пару дней меня пригласил на разговор руководитель и посоветовал уйти.

Вторая история
Уже в другом месте работы мою коллегу бросил парень и она пригласила меня на чай. Мы классно проводили время, она реально была прикольная и я начал за ней ухаживать с мыслью, что ""ну хоть будет кто-то на постоянку"". Я конечно понимал, что вряд ли ее утешаю один я, но я не гордый..

На одной встречи она попросила взять ее жестко: там отшлепать, покусать, засунуть трусы в рот, наступить на лицо и так далее. Я сам не фанат такой темы, но хотелось ей угодить. Там даже получилось оставить ей небольшой синячок на ляшке. Но я не обольшаюсь: у нее там в целом просто сосуды близко к коже находятся - она ходила постоянно в синяках. Сама она улыбалась и хихикала, ни слова мне не сказала. Мы провели весь день вместе, а на следующее утро я поехал к себе. Она сказала, что это был лучший секс в ее жизни.

Вечером она мне написала, что теперь меня боится и не хочет больше встречаться. Сказала, что заяву за ""изнасилование"" она не будет писать, но чтобы я так больше не поступал с женщинами. На мой вопрос, почему она ничего не сказала, а просто улыбалась и хихикала,— она сказала это ""была защитная реакция и она не понимала, что происходит"". По итогу спустя пару дней меня пригласил на разговор руководитель и посоветовал уйти. А еще спустя неделю написал ее бывший парень и хотел со мной встретиться и поговорить по-мужски за то, что я позволил себе ""ударить"" его девушку. Я переслал ему пару кружочков, где она называет меня лучшим мужчиной в ее жизни, сравнивает с бывшими и тд.

Вот такие истории, я был юным и глупым. Позже я узнал, что у девушек был ПРЛ. Обидно, а я думал, что нашел свою любовь.

Если тебе понравилась история, присмотрись к курсам ПРО, там я делюсь своим уникальным корпоративным опытом, чтобы ты не повторял моих ошибок.
➡️ Записаться

Подписаться: @chad_protocol",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Если тебе понравилась история, присмотрись к курсам ПРО, там я делюсь своим уникальным корпоративным опытом, чтобы ты не повторял моих ошибок.
➡️ Записаться",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
postypashki_old,1876,https://t.me/postypashki_old/1876,2026-09-01T17:40:56+00:00,"Как НЕ продолбать год

В новом учебном году нас ждет море стажировок и образовательных программ— самое время наметить цели и планы, чтобы год не прошел впустую!

Стажировки
Т-банк в самом разгаре, разбор уже выложен на наших курсах про. Яндекс уже обновил контест и ждет новых заявок. ВК, Сбер, Озон, Касперский и другие либо уже открыли прием заявок, либо откроют в ближайшее время. За открытием стажировок удобно следить на нашем сайте.

В общем не тупим и начинаем готовиться на наших курсах, экзамены начнутся вот-вот.
➡️ Записаться.

Сезонные школы
Яндекс, Т-банк, ВК, МТС, Сбер и другие постоянно проводят какие-то курсы, школы, иногда даже в стенах вашего ВУЗа. Понятно, что ничего невероятного не стоит ждать от бесплатных курсов, кроме невероятного количества кринжа, но зато выпускникам дают льготы для стажировки или позиции в штат. Так, например, рекрутеры в Т-банк, когда открывается стажерская вакансия, первым делом ищут кандидатов со своих академий и финтехов. Или например Яндекс участникам своих школ спокойно дает пересдавать секции по несколько раз. За всеми такими программами удобно следить на нашем сайте.

Олимпиады
Особенно стоит присмотреться выпускникам, планирующим поступать в магистратуру. Первые отборы начинаются не раньше октября. Обязательно пробуем свои силы в Я-профессионал, высшей лиге от ВШЭ, мега олимпиаде от ИТМО и тд. Вообще у каждого факультета есть своя олимпиада, которая по факту дает БВИ. Кроме перечисленных, еще есть универсиада от МГУ, олимпиада РЭШ, олимпиада Сколтеха и тд. Просто заходим на сайт интересующего факультета и смотрим льготы. Задания обычно не сложнее вступительных в магу, а если олимпиада от факультета, то к ней относятся просто как к досрочному экзамену. Участвовать лучше во всех олимпиадах, хотя бы чтоб оценить свои силы и подготовку. Список самых топовых магистратур с инсайдами здесь.

Отдельная история олимпиады по алгоритмам и ML. Таких ребят нередко сами рекрутеры зовут на стажировки. О них напишем в будущих постах, если этот соберет 500 огоньков 🔥

ШАД, Академия Авито
Отборы начинаются не раньше мая и хоть большая часть заданий доступна любому второкурснику— все это предстоит вспомнить. Многое даже предстоит изучить заново, ибо из-за большой нагрузки студенты в лучшем случае успеют научиться решать задачи по алгоритму без понимания и успеют вызубрить теорию к экзамену. О каждой программе и подготовке к ней на нашем канале написан не один пост, ищем по ключевым словам или смотрим ролик.

Обязательно ставьте огонек🔥 и делитесь с друзьями, если пост оказался для вас полезен.

Подписаться: @postypashki_old",confirmed,sale;native,"[""Аналитика про"", ""ML про"", ""Backend про"", ""Алгоритмы про"", ""AI агенты""]",family_candidate,"Стажировки
Т-банк в самом разгаре, разбор уже выложен на наших курсах про. Яндекс уже обновил контест и ждет новых заявок. ВК, Сбер, Озон, Касперский и другие либо уже открыли прием заявок, либо откроют в ближайшее время. За открытием стажировок удобно следить на нашем сайте.",Продвигается линейка ПРО или её общий карьерный блок. mapped_courses — кандидаты из пяти направлений объявленного набора; это не подтверждение индивидуальной рекламы каждого курса или контакта с ним.,sale;native,True,career_courses,calendar_content_only,unknown,
